order_id,product_id,product_name,category,supplier,price,quantity,order_date,customer_id,region,city,marketing_channel
O100074,P2897,Remain,Beauty,BrandD,213.25,1,2025-04-01,C9629,East,Ballardborough,Influencer
O100075,P2882,Agree,Apparel,BrandC,202.69,1,2025-05-01,C7335,South,South Steventown,Email
O100076,P9144,Write,Books,BrandD,142.05,2,2025-05-04,C3725,West,West Tara,Ads
O100077,P2487,Whom,Books,BrandC,422.76,1,2025-03-12,C4127,West,West Maria,Social Media
O100078,P9087,Bank,Home,BrandB,499.8,2,2025-05-06,C6980,West,Bethanychester,Ads
O100079,P8862,Care,Books,BrandD,329.3,3,2025-04-23,C3830,South,Smithchester,Social Media
O100080,P3657,Television,Electronics,BrandD,335.89,2,2025-01-05,C5408,West,Kristinland,Ads
O100081,P8379,Sense,Home,BrandC,393.84,3,2025-05-10,C1552,South,Phillipsburgh,Social Media
O100082,P4154,Right,Books,BrandC,248.57,3,2024-12-25,C6542,South,Caseyton,Ads
O100083,P8554,Become,Electronics,BrandD,401.88,2,2025-03-09,C1225,South,Haleyland,Ads
O100084,P7254,Behind,Electronics,BrandB,451.42,3,2024-11-15,C9918,North,Jameschester,Direct
O100085,P4676,She,Books,BrandC,281.87,3,2025-03-06,C5381,West,Joyceland,Email
O100086,P1485,Family,Home,BrandD,231.67,3,2025-04-12,C2488,South,Rogersport,Influencer
O100087,P8459,Produce,Electronics,BrandD,46.1,1,2025-03-18,C7200,East,Lake Charlesside,Direct
O100088,P4997,Third,Beauty,BrandD,387.88,2,2025-02-25,C9208,West,Richardsonburgh,Direct
O100089,P3171,Technology,Books,BrandB,343.84,2,2024-12-23,C3837,North,Lake Emily,Influencer
O100090,P1085,Reason,Electronics,BrandB,104.99,3,2025-04-27,C6548,East,South Gregory,Influencer
O100091,P7146,Rich,Home,BrandA,427.68,2,2025-02-03,C8218,South,Lake Samantha,Social Media
O100092,P4162,Remain,Apparel,BrandA,171.68,3,2024-12-01,C8794,West,Lukebury,Direct
O100093,P2095,Woman,Home,BrandA,277.61,2,2024-12-11,C5114,West,Paynefurt,Email
O100094,P8361,Four,Home,BrandD,361.49,1,2025-05-03,C6718,South,New Jonathan,Ads
O100095,P2483,Quality,Home,BrandA,477.62,2,2025-02-19,C4901,South,West Alexander,Direct
O100096,P9759,Newspaper,Electronics,BrandA,304.48,2,2025-01-20,C5269,East,Shawnaville,Social Media
O100097,P7569,You,Apparel,BrandB,352.57,1,2025-03-21,C4643,West,Owensstad,Email
O100098,P7140,Become,Beauty,BrandD,351.37,2,2025-04-08,C9061,South,Sharonhaven,Email
O100099,P1776,Well,Home,BrandA,217.74,2,2025-04-14,C4218,West,Port Brandyburgh,Influencer
O100100,P9396,Six,Electronics,BrandB,126.99,2,2025-05-07,C6075,East,Port Jeremy,Direct
O100101,P8184,Imagine,Books,BrandB,403.03,2,2024-11-19,C7078,East,Jamesborough,Email
O100102,P5186,Term,Apparel,BrandB,139.65,1,2025-01-25,C6215,South,Bartonhaven,Ads
O100103,P7072,Miss,Books,BrandB,335.21,1,2024-12-25,C3721,North,Christopherport,Ads
O100104,P1339,Build,Home,BrandA,90.5,2,2025-04-26,C6471,East,East Leslieberg,Ads
O100105,P4658,Move,Books,BrandD,392.27,3,2025-01-06,C4942,East,New Jacob,Ads
O100106,P1693,Only,Apparel,BrandC,350.97,2,2025-02-17,C2399,West,East Kimberlymouth,Direct
O100107,P5178,Model,Home,BrandC,78.9,2,2025-05-07,C1958,West,South Heatherport,Social Media
O100108,P9330,Particular,Apparel,BrandA,25.24,1,2025-03-27,C4645,East,East Anthonyview,Influencer
O100109,P5378,Involve,Beauty,BrandB,476.85,1,2025-03-05,C1965,North,Carterview,Ads
O100110,P2714,Six,Books,BrandC,356.55,2,2025-04-05,C6783,North,Markborough,Influencer
O100111,P9200,Leave,Apparel,BrandD,263.49,1,2025-04-26,C9440,West,Ramseyhaven,Direct
O100112,P6916,Start,Beauty,BrandA,303.43,3,2025-03-30,C5674,West,Andrewsside,Direct
O100113,P9930,Receive,Books,BrandB,208.0,2,2024-11-18,C4150,East,West Franceschester,Influencer
O100114,P6662,Clear,Beauty,BrandD,448.02,1,2025-05-10,C7525,West,Lake Andrew,Ads
O100115,P7889,Finally,Beauty,BrandA,263.0,2,2025-01-15,C3710,West,South Taylor,Social Media
O100116,P4823,Fish,Beauty,BrandB,109.88,3,2024-11-13,C2499,North,Harrisbury,Email
O100117,P8894,Compare,Beauty,BrandB,79.93,3,2025-01-24,C6713,West,Port Jeffrey,Ads
O100118,P4871,Impact,Books,BrandA,100.79,1,2025-05-06,C6727,East,East Lisachester,Direct
O100119,P2145,Per,Apparel,BrandD,314.85,3,2025-02-18,C7394,South,Sarachester,Email
O100120,P5945,Hand,Books,BrandD,212.45,3,2024-12-18,C3523,West,Robertton,Ads
O100121,P2449,Present,Beauty,BrandB,190.04,3,2025-02-22,C6023,East,Jamesview,Email
O100122,P6619,Simple,Home,BrandC,230.06,2,2025-02-27,C9243,South,Riosberg,Influencer
O100123,P7426,Provide,Home,BrandA,252.78,3,2024-11-10,C4583,North,Leslietown,Social Media
O100124,P7742,Wait,Electronics,BrandC,210.74,2,2025-05-01,C3263,North,East Amanda,Influencer
O100125,P9191,Door,Electronics,BrandD,223.4,3,2025-05-01,C9229,East,Danahaven,Direct
O100126,P3034,Professional,Home,BrandC,413.89,3,2024-12-19,C8309,East,New Cassandrashire,Direct
O100127,P4219,Few,Electronics,BrandD,432.18,1,2024-11-25,C4197,East,West Johnberg,Ads
O100128,P1485,Term,Electronics,BrandA,328.95,1,2024-12-14,C1471,South,South Juanton,Direct
O100129,P4868,Institution,Beauty,BrandD,230.55,1,2025-04-29,C2876,South,South Jessicaberg,Social Media
O100130,P4641,Operation,Books,BrandA,483.45,1,2025-03-09,C2975,South,Wendyhaven,Direct
O100131,P2878,Trial,Apparel,BrandB,368.17,1,2025-01-25,C3314,South,East Davidton,Social Media
O100132,P8183,Father,Electronics,BrandD,475.37,2,2025-02-24,C6818,North,Lauraland,Ads
O100133,P1589,House,Electronics,BrandA,239.27,1,2024-12-23,C3905,South,Patriciashire,Direct
O100134,P6524,Teach,Apparel,BrandA,486.11,3,2025-04-16,C3473,East,Port Sonya,Social Media
O100135,P4838,Condition,Books,BrandC,313.23,3,2025-02-11,C6992,South,Morganside,Direct
O100136,P3071,Environmental,Apparel,BrandA,446.64,1,2024-12-06,C8203,North,Port Cameron,Email
O100137,P5996,Town,Home,BrandB,159.19,3,2025-02-07,C5936,North,Lopezchester,Email
O100138,P2287,North,Electronics,BrandC,197.69,2,2025-03-30,C4274,South,Colemanborough,Ads
O100139,P8870,Anyone,Electronics,BrandB,389.61,3,2024-12-29,C9286,North,Henryfurt,Social Media
O100140,P3888,Difference,Electronics,BrandA,53.11,1,2025-01-05,C9839,East,Angelaborough,Email
O100141,P8573,Throw,Books,BrandC,374.63,2,2024-11-27,C9543,East,Maytown,Direct
O100142,P4942,Care,Books,BrandA,369.12,2,2025-03-31,C2942,West,Ramirezshire,Influencer
O100143,P2069,Strong,Beauty,BrandA,62.68,3,2024-11-19,C1630,North,Johnsonmouth,Social Media
O100144,P2801,Between,Beauty,BrandA,223.25,3,2025-04-25,C8993,West,Montesburgh,Direct
O100145,P2318,Culture,Apparel,BrandC,94.16,2,2025-03-15,C8350,South,New Ericmouth,Email
O100146,P6679,By,Electronics,BrandC,256.51,1,2025-04-19,C9262,West,West Luismouth,Email
O100147,P1657,Possible,Beauty,BrandC,74.82,3,2025-02-25,C4491,South,East Jacobchester,Ads
O100148,P7074,Military,Home,BrandA,358.94,3,2025-01-20,C8143,North,East Dianaton,Direct
O100149,P9608,You,Apparel,BrandC,193.29,2,2025-01-07,C6302,West,South Jeff,Influencer
O100150,P4532,Me,Books,BrandC,263.88,2,2024-11-10,C4404,West,Matthewton,Email
O100151,P5622,Accept,Beauty,BrandC,386.3,1,2025-02-06,C1551,South,Weavertown,Ads
O100152,P4159,Fact,Books,BrandD,211.53,2,2025-03-11,C7176,West,New Angelastad,Influencer
O100153,P9710,Take,Home,BrandC,251.77,1,2025-05-07,C9485,West,Smithburgh,Direct
O100154,P9139,Right,Books,BrandC,103.43,2,2025-03-06,C8448,East,Marksstad,Email
O100155,P4658,Official,Books,BrandA,76.91,3,2024-12-14,C7867,South,New Yolanda,Social Media
O100156,P8111,Every,Beauty,BrandC,310.74,3,2025-03-15,C9863,North,Bradleyville,Influencer
O100157,P4149,Party,Apparel,BrandC,135.83,3,2025-04-15,C4011,North,Jonesburgh,Influencer
O100158,P7868,Travel,Books,BrandA,84.41,3,2025-03-01,C2860,East,Melanieberg,Influencer
O100159,P2824,Father,Books,BrandD,236.93,2,2025-01-18,C1428,South,East Timland,Email
O100160,P2788,Make,Electronics,BrandC,38.27,1,2024-11-23,C3589,East,Meganton,Email
O100161,P4321,President,Books,BrandA,72.5,1,2024-12-22,C8639,West,Lewismouth,Direct
O100162,P4896,North,Home,BrandB,140.09,3,2025-01-05,C8863,East,Liubury,Ads
O100163,P3736,Finish,Apparel,BrandB,407.13,1,2025-01-11,C2950,West,Nealland,Ads
O100164,P6151,Will,Home,BrandB,340.72,3,2024-11-22,C9316,North,Ericamouth,Ads
O100165,P3382,Heart,Books,BrandA,414.07,1,2024-12-07,C6244,North,East Ashley,Email
O100166,P6156,Surface,Apparel,BrandA,78.65,1,2025-02-11,C4924,South,South Joshuaberg,Influencer
O100167,P6672,Become,Books,BrandC,278.92,2,2024-11-21,C8642,North,Millerland,Social Media
O100168,P6907,Employee,Apparel,BrandA,107.46,1,2024-12-04,C5908,North,West Matthew,Email
O100169,P8401,Reality,Home,BrandA,446.02,1,2024-12-02,C1704,West,Richardstad,Email
O100170,P1895,Deal,Books,BrandA,36.42,1,2024-12-05,C6451,North,Port Briantown,Direct
O100171,P2226,Art,Home,BrandD,490.66,1,2025-03-22,C9263,East,Jenniferstad,Influencer
O100172,P5408,Significant,Beauty,BrandC,336.19,1,2025-04-18,C5883,West,Raytown,Direct
O100173,P8260,Instead,Electronics,BrandA,283.11,2,2025-05-03,C7918,West,Lake Connorland,Email
O100174,P2926,Story,Home,BrandB,312.56,2,2025-03-30,C3095,East,West Teresastad,Ads
O100175,P2625,Director,Electronics,BrandD,322.41,2,2025-01-29,C9282,East,New Amy,Social Media
O100176,P6136,Will,Electronics,BrandB,347.83,3,2025-03-21,C1667,South,South David,Email
O100177,P2577,Case,Home,BrandD,299.14,1,2025-05-02,C8511,East,Aaronville,Social Media
O100178,P9783,Man,Beauty,BrandD,289.89,1,2024-12-11,C2101,West,Monicaton,Ads
O100179,P1242,Read,Beauty,BrandA,374.32,1,2025-05-11,C1588,South,Port Elizabethburgh,Influencer
O100180,P8448,Gas,Beauty,BrandC,44.35,1,2025-01-13,C5804,North,Richardberg,Ads
O100181,P5245,Green,Books,BrandB,167.38,3,2025-01-25,C1693,South,Lake James,Direct
O100182,P6351,Key,Apparel,BrandB,44.91,2,2025-01-26,C1570,North,North Susan,Direct
O100183,P5279,Several,Electronics,BrandC,16.57,1,2025-04-20,C5583,North,Tracystad,Direct
O100184,P6003,Soon,Electronics,BrandC,286.24,3,2025-03-31,C2738,South,Josephberg,Direct
O100185,P5089,Today,Home,BrandC,112.53,3,2024-11-20,C4135,East,Ericburgh,Direct
O100186,P8681,Store,Home,BrandB,202.83,2,2025-04-12,C7883,West,Woodmouth,Influencer
O100187,P8886,News,Apparel,BrandD,236.76,3,2024-12-21,C1799,South,Port Larryborough,Influencer
O100188,P7158,News,Books,BrandC,27.79,1,2024-11-13,C2486,East,New Charleston,Ads
O100189,P8005,Including,Electronics,BrandA,255.01,3,2025-02-25,C2464,East,North Maryside,Influencer
O100190,P1941,New,Apparel,BrandB,208.15,1,2024-11-30,C2909,East,Michellestad,Influencer
O100191,P9062,More,Apparel,BrandB,289.58,3,2025-05-08,C7975,West,Mclaughlinhaven,Ads
O100192,P7761,Bar,Electronics,BrandB,262.4,2,2025-02-09,C5206,West,Lake Katherineland,Social Media
O100193,P5065,As,Electronics,BrandC,437.92,2,2025-02-28,C5878,North,Morganview,Ads
O100194,P5751,Computer,Apparel,BrandD,267.61,2,2025-02-04,C8884,East,Mooretown,Direct
O100195,P1201,Degree,Books,BrandB,34.14,1,2025-01-21,C9979,South,Nicholeshire,Social Media
O100196,P4678,Generation,Electronics,BrandA,58.7,1,2024-11-27,C3460,North,South Francistown,Direct
O100197,P7517,Your,Beauty,BrandB,118.28,1,2025-05-07,C2599,West,Perezhaven,Influencer
O100198,P7249,Improve,Electronics,BrandA,483.57,1,2025-02-26,C4341,East,Griffithfort,Direct
O100199,P5999,Kitchen,Apparel,BrandC,144.75,2,2025-03-22,C3670,North,East Ashley,Email
O100200,P3418,Choose,Beauty,BrandD,153.38,2,2025-02-10,C4849,South,Lake Alicia,Ads
O100201,P7696,Simply,Apparel,BrandA,396.72,1,2025-03-13,C7804,West,Brownton,Ads
O100202,P7200,Safe,Apparel,BrandA,205.97,2,2025-02-24,C9550,West,Lemouth,Social Media
O100203,P2113,Week,Electronics,BrandD,381.42,1,2025-03-30,C3103,South,Katherineside,Direct
O100204,P8975,Wife,Electronics,BrandC,66.36,3,2025-01-25,C7677,West,Lake Benjamin,Ads
O100205,P3518,Stand,Beauty,BrandB,331.41,3,2025-01-08,C2183,East,Fitzgeraldfurt,Email
O100206,P1329,Type,Beauty,BrandC,148.96,2,2025-03-09,C9331,West,Jasonfort,Direct
O100207,P2541,Exactly,Books,BrandB,18.9,1,2025-02-21,C4360,East,Melissashire,Ads
O100208,P5341,No,Apparel,BrandD,139.8,1,2025-04-23,C9338,East,Lake Lawrence,Direct
O100209,P1592,Idea,Apparel,BrandA,85.18,3,2025-01-15,C5635,West,Edwardschester,Influencer
O100210,P7173,Rich,Home,BrandD,353.38,3,2025-02-15,C7283,West,North Anthony,Social Media
O100211,P8874,Cut,Apparel,BrandB,133.56,3,2025-03-29,C8909,South,Joshuamouth,Email
O100212,P4550,Role,Home,BrandB,167.9,3,2025-02-09,C2658,North,Gonzalezview,Email
O100213,P9518,Soldier,Electronics,BrandA,434.31,2,2025-03-03,C5813,North,South Nicole,Influencer
O100214,P5648,Likely,Books,BrandB,140.36,3,2024-12-09,C1428,North,Bennettfort,Email
O100215,P6987,Seat,Beauty,BrandC,52.04,2,2025-03-13,C8170,East,Lake Ericville,Social Media
O100216,P2676,Run,Apparel,BrandD,150.3,2,2025-01-12,C3631,South,Martinport,Influencer
O100217,P6251,Food,Books,BrandB,470.62,2,2025-01-16,C7105,East,New Thomashaven,Email
O100218,P7024,Food,Beauty,BrandC,178.68,1,2025-02-13,C7856,West,Glennhaven,Ads
O100219,P5450,Society,Home,BrandC,303.57,3,2025-04-01,C5459,South,Richardbury,Influencer
O100220,P3704,Notice,Apparel,BrandD,31.26,2,2025-03-30,C7176,North,North Joshua,Email
O100221,P9031,Court,Electronics,BrandC,398.16,2,2024-12-11,C1614,South,Parsonsfurt,Ads
O100222,P4075,Son,Apparel,BrandB,329.26,2,2025-01-23,C9222,West,Natalieshire,Email
O100223,P9093,Use,Beauty,BrandD,353.33,1,2025-04-25,C1984,North,East Heatherborough,Email
O100224,P8747,Require,Electronics,BrandA,20.3,2,2024-12-31,C2472,West,Pamelafurt,Social Media
O100225,P8459,Painting,Home,BrandB,126.19,1,2025-01-11,C9870,North,East Bradleystad,Direct
O100226,P6035,Economy,Books,BrandB,225.72,2,2024-11-26,C5823,East,West Melissastad,Ads
O100227,P1028,Safe,Apparel,BrandD,296.17,2,2025-05-06,C5217,West,East Michael,Ads
O100228,P6247,He,Beauty,BrandC,93.32,3,2025-04-21,C3897,East,South Cameron,Influencer
O100229,P1812,Focus,Electronics,BrandC,200.12,1,2024-12-23,C1091,West,Lake Lawrencestad,Influencer
O100230,P6053,First,Beauty,BrandA,355.14,2,2025-05-02,C1619,North,Fernandezview,Ads
O100231,P2015,Ability,Apparel,BrandC,189.55,1,2024-12-24,C6748,West,Annaport,Social Media
O100232,P5934,Office,Apparel,BrandB,276.13,3,2024-12-06,C2801,North,West Cindyberg,Social Media
O100233,P7985,Finish,Electronics,BrandB,372.7,1,2025-05-01,C9276,South,Bautistamouth,Direct
O100234,P4321,Decision,Beauty,BrandB,229.71,1,2025-02-16,C3900,North,Port Keithborough,Ads
O100235,P6129,Environmental,Electronics,BrandC,101.09,3,2025-05-03,C3431,North,Deborahfurt,Ads
O100236,P6419,Since,Electronics,BrandD,66.43,1,2024-12-16,C7031,North,Tommychester,Influencer
O100237,P3018,Example,Electronics,BrandB,143.4,2,2025-04-21,C3105,South,South Jamesstad,Influencer
O100238,P5172,Care,Books,BrandB,49.05,2,2025-03-23,C8488,West,West Rachaelborough,Social Media
O100239,P3369,Child,Electronics,BrandA,343.75,1,2025-04-19,C5172,South,Richardfurt,Social Media
O100240,P1172,Imagine,Apparel,BrandB,274.08,1,2025-04-05,C9676,East,Jackview,Influencer
O100241,P4595,Song,Home,BrandB,128.41,2,2025-01-13,C4009,North,Cameronton,Influencer
O100242,P5278,Both,Beauty,BrandB,315.07,1,2025-01-13,C6423,North,West Matthewbury,Ads
O100243,P3423,Organization,Home,BrandC,407.59,1,2025-04-02,C7032,East,Jenniferview,Social Media
O100244,P6200,Process,Apparel,BrandC,59.01,3,2024-12-22,C7940,North,Lindsayland,Ads
O100245,P5267,Also,Beauty,BrandC,162.3,1,2025-01-01,C1328,South,New Andreaberg,Social Media
O100246,P2196,Natural,Apparel,BrandA,50.94,3,2025-02-18,C5541,East,Jennabury,Email
O100247,P5320,Call,Apparel,BrandD,213.3,2,2024-12-30,C2740,North,Carrollmouth,Social Media
O100248,P1903,Bed,Apparel,BrandB,449.66,2,2025-02-15,C4894,East,South Kylestad,Email
O100249,P3004,Style,Home,BrandD,280.01,3,2025-04-14,C4418,North,South Rebecca,Direct
O100250,P2717,Feeling,Electronics,BrandA,197.78,1,2024-12-08,C2532,East,Gomezbury,Direct
O100251,P9452,Language,Electronics,BrandC,79.57,1,2025-01-02,C8972,North,Tammyside,Ads
O100252,P1318,Sense,Home,BrandC,182.0,3,2024-12-16,C7911,East,East Diane,Email
O100253,P8750,Tree,Electronics,BrandA,300.56,1,2025-03-29,C2138,South,Perezhaven,Influencer
O100254,P3765,Brother,Electronics,BrandC,488.71,1,2025-01-09,C6608,North,East Frank,Ads
O100255,P4347,Group,Apparel,BrandA,44.24,1,2025-01-10,C9282,South,Joneschester,Ads
O100256,P5415,Off,Home,BrandB,463.38,1,2025-02-18,C6892,North,Nguyenborough,Direct
O100257,P8583,Rather,Electronics,BrandC,141.12,3,2025-03-31,C9195,West,Nelsonland,Social Media
O100258,P1485,Station,Beauty,BrandC,180.1,1,2025-04-26,C9581,South,Keithmouth,Social Media
O100259,P3522,Loss,Home,BrandD,82.26,3,2025-01-17,C7993,East,Dannybury,Ads
O100260,P6867,Assume,Beauty,BrandD,460.43,2,2025-01-21,C6889,West,Chrisville,Ads
O100261,P6818,Game,Home,BrandD,253.3,1,2025-05-07,C8055,South,Davidsonside,Ads
O100262,P1153,With,Home,BrandC,191.35,3,2025-01-19,C1637,South,West Nancy,Email
O100263,P2917,Various,Beauty,BrandA,39.58,3,2025-02-01,C7626,North,West Stephenview,Influencer
O100264,P4808,Cell,Books,BrandA,58.91,1,2025-01-25,C9462,South,New Larry,Ads
O100265,P7189,Officer,Books,BrandD,337.29,2,2025-03-21,C8790,East,Sydneyburgh,Influencer
O100266,P9373,Run,Apparel,BrandA,363.77,3,2024-12-28,C3404,East,Caitlynport,Email
O100267,P6186,Necessary,Home,BrandA,88.85,1,2025-02-18,C1969,North,New Nicoleview,Direct
O100268,P7374,Next,Electronics,BrandB,153.58,2,2025-03-25,C5779,North,Beverlyville,Ads
O100269,P6443,Physical,Home,BrandC,423.69,1,2024-12-08,C7018,North,Susanview,Influencer
O100270,P3813,Here,Books,BrandD,335.51,1,2025-01-31,C8702,North,Markstad,Social Media
O100271,P3672,Side,Beauty,BrandD,24.89,3,2025-02-25,C1428,East,Austinborough,Ads
O100272,P7320,Be,Beauty,BrandD,483.95,3,2025-02-12,C5596,East,South April,Direct
